theme,fold,label,probability,pred_raw,pred_calibrated
mdwe,3,1,0.056392,0,0
mdwe,3,0,0.992312,1,1
mdwe,3,1,0.039385,0,0
mdwe,3,1,0.730383,0,1
mdwe,3,1,0.810684,0,1
mdwe,3,0,0.039385,0,0
mdwe,3,1,0.967084,1,1
mdwe,3,1,0.039385,0,0
mdwe,3,0,0.039385,0,0
mdwe,3,0,0.039385,0,0
mdwe,3,0,0.039385,0,0
mdwe,3,0,0.039385,0,0
mdwe,3,0,0.039385,0,0
mdwe,3,0,0.484065,0,0
mdwe,3,0,0.039385,0,0
mdwe,3,0,0.039385,0,0
mdwe,3,0,0.039385,0,0
mdwe,3,0,0.488635,0,0
mdwe,3,0,0.039385,0,0
mdwe,3,1,1.0,1,1
illiterate,1,0,0.11242,0,1
illiterate,1,1,0.127027,0,1
illiterate,1,0,0.140854,0,1
illiterate,1,0,0.11242,0,1
illiterate,1,0,0.11242,0,1
illiterate,1,0,0.11242,0,1
illiterate,1,1,0.11242,0,1
illiterate,1,0,0.11242,0,1
illiterate,1,0,0.11242,0,1
illiterate,1,0,0.11242,0,1
illiterate,1,0,0.406405,1,1
illiterate,1,0,0.11242,0,1
illiterate,1,0,0.11242,0,1
illiterate,1,1,0.11242,0,1
illiterate,1,0,0.11242,0,1
illiterate,1,1,0.472304,1,1
illiterate,1,0,0.11242,0,1
illiterate,1,0,0.11242,0,1
illiterate,1,0,0.11242,0,1
illiterate,1,0,0.11242,0,1
illiterate,1,0,0.11242,0,1
illiterate,1,0,0.11242,0,1
illiterate,1,0,0.11242,0,1
illiterate,1,1,1.0,1,1
illiterate,1,0,0.11242,0,1
illiterate,1,0,0.11242,0,1
illiterate,1,0,0.11242,0,1
illiterate,1,0,0.11242,0,1
illiterate,1,0,0.11242,0,1
illiterate,1,0,0.11242,0,1
illiterate,1,0,0.11242,0,1
illiterate,1,0,0.11242,0,1
illiterate,1,0,0.11242,0,1
illiterate,1,0,0.11242,0,1
illiterate,2,1,0.932102,1,1
illiterate,2,0,0.023614,0,1
illiterate,2,0,0.01929,0,0
illiterate,2,1,0.023614,0,1
illiterate,2,0,0.023614,0,1
illiterate,2,0,0.168108,0,1
illiterate,2,0,0.023614,0,1
illiterate,2,0,0.023614,0,1
illiterate,2,0,0.023614,0,1
illiterate,2,0,0.019734,0,0
illiterate,2,0,0.023614,0,1
illiterate,2,0,0.023614,0,1
illiterate,2,0,0.023614,0,1
illiterate,2,0,0.023614,0,1
illiterate,2,0,0.023614,0,1
illiterate,2,0,0.335883,1,1
illiterate,2,0,0.023614,0,1
illiterate,2,1,0.034595,0,1
illiterate,2,0,0.068315,0,1
illiterate,2,0,0.023614,0,1
illiterate,2,0,0.023614,0,1
illiterate,2,0,0.023614,0,1
illiterate,2,1,0.857559,1,1
illiterate,2,1,0.856646,1,1
illiterate,2,0,0.023614,0,1
illiterate,2,0,0.023614,0,1
illiterate,2,0,0.023614,0,1
illiterate,2,1,0.879506,1,1
illiterate,2,1,0.857567,1,1
illiterate,2,0,0.023614,0,1
illiterate,2,0,0.023614,0,1
illiterate,2,1,0.856581,1,1
illiterate,2,0,0.164877,0,1
illiterate,2,0,0.023614,0,1
illiterate,2,0,0.856582,1,1
illiterate,2,0,0.023614,0,1
illiterate,2,0,0.846313,1,1
illiterate,2,0,0.023614,0,1
illiterate,2,0,0.023614,0,1
illiterate,2,0,0.856588,1,1
illiterate,2,0,0.597286,1,1
illiterate,2,0,0.023614,0,1
illiterate,2,1,0.991418,1,1
illiterate,2,0,0.023614,0,1
illiterate,2,0,0.857576,1,1
illiterate,2,0,0.052459,0,1
illiterate,2,0,0.023614,0,1
illiterate,3,1,0.999997,1,1
illiterate,3,0,0.064089,0,1
illiterate,3,0,1.0,1,1
illiterate,3,0,0.064089,0,1
illiterate,3,0,0.064089,0,1
illiterate,3,1,0.064089,0,1
illiterate,3,0,0.132234,0,1
illiterate,3,0,0.98765,1,1
illiterate,3,0,0.064089,0,1
illiterate,3,0,0.064089,0,1
illiterate,3,0,0.76681,1,1
illiterate,3,0,1.0,1,1
illiterate,3,0,0.085863,0,1
illiterate,3,0,0.064089,0,1
illiterate,3,0,0.064089,0,1
illiterate,3,0,0.064089,0,1
illiterate,3,0,0.064089,0,1
illiterate,3,0,0.064089,0,1
illiterate,3,0,0.064089,0,1
illiterate,3,0,0.064089,0,1
illiterate,3,0,0.064089,0,1
illiterate,3,0,0.064089,0,1
illiterate,3,0,0.064089,0,1
illiterate,3,0,0.064089,0,1
illiterate,3,0,0.064089,0,1
illiterate,3,0,0.064089,0,1
illiterate,3,0,0.064089,0,1
illiterate,3,0,0.99581,1,1
illiterate,3,0,0.974146,1,1
illiterate,3,0,0.064089,0,1
illiterate,3,1,0.994627,1,1
illiterate,3,1,0.892865,1,1
illiterate,3,0,0.999999,1,1
illiterate,3,0,0.064089,0,1
illiterate,3,0,0.064089,0,1
pair,1,0,0.058408,0,1
pair,1,0,1.0,1,1
pair,1,1,0.058408,0,1
pair,1,0,0.997248,1,1
pair,1,0,0.094345,0,1
pair,1,0,0.094345,0,1
pair,1,1,0.999999,1,1
pair,1,0,1.0,1,1
pair,1,0,0.058408,0,1
pair,1,0,0.058408,0,1
pair,1,1,0.058408,0,1
pair,1,0,1.0,1,1
pair,1,0,0.058408,0,1
pair,1,1,0.553285,0,1
pair,1,1,0.999999,1,1
pair,1,1,0.989077,1,1
pair,1,0,0.058408,0,1
pair,1,0,0.956406,1,1
pair,1,0,0.058408,0,1
pair,1,1,1.0,1,1
pair,1,0,0.058408,0,1
pair,1,0,0.058408,0,1
pair,1,0,0.058408,0,1
pair,1,1,0.727022,1,1
pair,1,0,0.058408,0,1
pair,1,1,0.058408,0,1
pair,1,1,0.999999,1,1
pair,2,0,0.019934,0,0
pair,2,0,0.019934,0,0
pair,2,0,0.019934,0,0
pair,2,1,0.593671,1,1
pair,2,0,0.996979,1,1
pair,2,0,0.019934,0,0
pair,2,0,0.019934,0,0
pair,2,1,0.999997,1,1
pair,2,0,0.019934,0,0
pair,2,1,0.16049,0,0
pair,2,0,0.999997,1,1
pair,2,0,0.992499,1,1
pair,2,0,0.971854,1,1
pair,2,0,0.019934,0,0
pair,2,0,0.019934,0,0
pair,2,0,0.999999,1,1
pair,2,0,0.114301,0,0
pair,2,0,0.019934,0,0
pair,2,1,0.999999,1,1
pair,2,1,0.019934,0,0
pair,2,0,0.019934,0,0
pair,2,1,0.994901,1,1
pair,2,0,0.984262,1,1
pair,2,0,0.019934,0,0
pair,2,0,0.120324,0,0
pair,2,0,0.019934,0,0
pair,2,1,0.019934,0,0
pair,2,1,0.922529,1,1
pair,2,1,0.019934,0,0
pair,2,0,0.941727,1,1
pair,2,0,0.999999,1,1
pair,2,0,0.999999,1,1
pair,2,0,0.019934,0,0
pair,2,0,0.670176,1,1
pair,2,1,0.995747,1,1
pair,2,1,0.019934,0,0
pair,2,1,0.993084,1,1
pair,2,0,0.019934,0,0
pair,2,1,0.953918,1,1
pair,2,0,0.019934,0,0
pair,2,0,0.999998,1,1
pair,2,1,0.019934,0,0
pair,2,0,0.999998,1,1
pair,2,0,0.019934,0,0
pair,2,0,0.91085,1,1
pair,2,1,0.999999,1,1
pair,2,1,0.999991,1,1
pair,2,0,0.736398,1,1
pair,2,0,0.999998,1,1
pair,2,0,0.019934,0,0
pair,2,0,0.019934,0,0
pair,2,0,0.999999,1,1
pair,2,1,0.999999,1,1
pair,2,1,0.913456,1,1
pair,2,0,0.999992,1,1
pair,2,0,0.999999,1,1
pair,3,1,0.93735,1,1
pair,3,1,0.136554,0,1
pair,3,0,0.136554,0,1
pair,3,0,0.136554,0,1
pair,3,0,0.136554,0,1
pair,3,0,0.136554,0,1
pair,3,0,0.136554,0,1
pair,3,1,0.136554,0,1
pair,3,0,0.136554,0,1
pair,3,0,0.136554,0,1
pair,3,1,0.136554,0,1
pair,3,1,0.136554,0,1
pair,3,0,0.136554,0,1
pair,3,1,0.93735,1,1
pair,3,0,0.938595,1,1
pair,3,0,0.136554,0,1
pair,3,0,0.935191,1,1
pair,3,0,0.136554,0,1
pair,3,0,0.953954,1,1
pair,3,0,0.136554,0,1
pair,3,0,0.136554,0,1
pair,3,0,0.136554,0,1
pair,3,0,0.136554,0,1
pair,3,1,0.939941,1,1
pair,3,0,0.136554,0,1
pair,3,0,0.136554,0,1
pair,3,0,0.136554,0,1
pair,3,1,0.937314,1,1
pair,3,0,0.136554,0,1
pair,3,1,0.136554,0,1
pair,3,0,0.136554,0,1
pair,3,1,0.136554,0,1
pair,3,0,0.136554,0,1
pair,3,1,0.136554,0,1
pair,3,1,0.136554,0,1
pair,3,0,0.136554,0,1
pair,3,0,0.9371,1,1
pair,3,0,0.136554,0,1
pair,3,0,0.136554,0,1
pair,3,0,0.136554,0,1
pair,3,0,0.136554,0,1
pair,3,1,0.136554,0,1
pair,3,1,0.136554,0,1
pair,3,1,0.136554,0,1
pair,3,0,0.136554,0,1
pair,3,0,0.792896,1,1
pair,3,0,0.988707,1,1
games,1,0,0.286934,1,1
games,1,1,0.335978,0,1
games,1,0,0.306672,1,1
games,1,1,0.282546,1,1
games,1,0,0.259629,1,1
games,1,1,0.279587,1,1
games,1,0,0.284077,1,1
games,1,0,0.289844,1,1
games,1,1,0.279944,1,1
games,1,0,0.313518,1,1
games,1,0,0.293322,1,1
games,1,0,0.308578,1,1
games,1,0,0.287256,1,1
games,1,0,0.277901,1,1
games,1,0,0.333746,1,1
games,1,0,0.327752,1,1
games,1,0,0.340848,0,1
games,1,1,0.21561,1,1
games,1,1,0.253394,1,1
games,1,0,0.288057,1,1
games,1,1,0.211983,1,1
games,1,0,0.265669,1,1
games,1,0,0.255434,1,1
games,1,0,0.368395,0,1
games,1,0,0.328245,1,1
games,1,1,0.228993,1,1
games,1,0,0.298461,1,1
games,1,0,0.248338,1,1
games,1,1,0.350617,0,1
games,1,0,0.310634,1,1
games,1,1,0.293153,1,1
games,1,0,0.30967,1,1
games,1,1,0.298612,1,1
games,1,0,0.273978,1,1
games,1,1,0.276192,1,1
games,1,1,0.279,1,1
games,1,1,0.274954,1,1
games,1,0,0.251408,1,1
games,1,0,0.322745,1,1
games,1,0,0.28964,1,1
games,1,1,0.285231,1,1
games,1,1,0.339523,0,1
games,1,1,0.231119,1,1
games,1,0,0.320083,1,1
games,1,0,0.362902,0,1
games,1,0,0.331019,1,1
games,1,0,0.237131,1,1
games,1,1,0.22458,1,1
games,1,0,0.306513,1,1
games,1,1,0.313442,1,1
games,1,1,0.297114,1,1
games,1,0,0.31477,1,1
games,1,0,0.290253,1,1
games,1,0,0.278666,1,1
games,1,0,0.291371,1,1
games,2,1,0.105598,0,1
games,2,0,0.985639,1,1
games,2,1,0.105598,0,1
games,2,0,1.0,1,1
games,2,0,0.105598,0,1
games,2,0,0.9799,1,1
games,2,1,0.105598,0,1
games,2,0,0.913577,1,1
games,2,1,0.999999,1,1
games,2,1,0.105598,0,1
games,2,0,0.105598,0,1
games,2,1,0.891648,1,1
games,2,0,0.105598,0,1
games,2,1,0.657461,1,1
games,2,0,0.105598,0,1
games,2,0,0.105598,0,1
games,2,1,1.0,1,1
games,2,1,0.999999,1,1
games,2,0,0.105598,0,1
games,2,0,0.999998,1,1
games,2,0,0.105598,0,1
games,2,0,0.105598,0,1
games,2,1,0.793002,1,1
games,2,0,0.996425,1,1
games,2,1,0.99999,1,1
games,2,0,1.0,1,1
games,2,0,0.105598,0,1
games,2,1,0.105598,0,1
games,2,0,0.105598,0,1
games,2,1,0.105598,0,1
games,2,1,0.105598,0,1
games,2,1,0.105598,0,1
games,2,1,0.105598,0,1
games,2,0,0.105598,0,1
games,2,0,0.105598,0,1
games,2,1,0.105598,0,1
games,2,1,0.999998,1,1
games,2,1,0.105598,0,1
games,2,0,0.105598,0,1
games,2,1,0.105598,0,1
games,2,1,0.105598,0,1
games,2,1,0.105598,0,1
games,2,1,0.105598,0,1
games,3,1,0.994252,1,1
games,3,1,0.144048,0,1
games,3,0,0.039028,0,1
games,3,1,0.98103,1,1
games,3,0,0.993734,1,1
games,3,0,0.891524,1,1
games,3,0,0.039028,0,1
games,3,0,0.956748,1,1
games,3,1,0.039028,0,1
games,3,0,0.984484,1,1
games,3,0,0.578046,0,1
games,3,1,0.254121,0,1
games,3,1,0.039028,0,1
games,3,0,0.039028,0,1
games,3,1,0.039028,0,1
games,3,1,0.993695,1,1
games,3,0,0.994093,1,1
games,3,0,0.039028,0,1
games,3,1,0.039028,0,1
games,3,1,0.039028,0,1
games,3,1,0.994248,1,1
games,3,0,0.994248,1,1
games,3,0,0.039028,0,1
games,3,1,0.994152,1,1
games,3,0,0.039028,0,1
games,3,0,0.039028,0,1
games,3,0,0.99367,1,1
games,3,1,0.353264,0,1
games,3,0,0.039028,0,1
games,3,0,0.039028,0,1
games,3,0,0.792347,1,1
games,3,0,0.039028,0,1
games,3,0,0.994252,1,1
games,3,0,0.039028,0,1
games,3,0,0.039028,0,1
games,3,0,0.039028,0,1
games,3,0,0.991136,1,1
games,3,0,0.039028,0,1
games,3,1,0.814439,1,1
games,3,1,0.039028,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,1,0.967531,1,1
testing,1,1,0.978438,1,1
testing,1,1,0.974086,1,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.917402,1,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.917402,1,1
testing,1,0,0.929489,1,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,1,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,1,0,0.054132,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.983506,1,1
testing,2,0,0.694444,1,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,1,0.110468,0,1
testing,2,1,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.983506,1,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,2,0,0.110468,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,1,0.805059,1,1
testing,3,0,0.962171,1,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,1,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.956002,1,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.924636,1,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.956002,1,1
testing,3,0,0.032307,0,1
testing,3,0,0.962171,1,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,1,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.955614,1,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
testing,3,0,0.032307,0,1
ontologies,1,0,0.75206,1,1
ontologies,1,0,0.028197,0,1
ontologies,1,0,0.028197,0,1
ontologies,1,1,0.028197,0,1
ontologies,1,1,0.992912,1,1
ontologies,1,0,0.028197,0,1
ontologies,1,0,0.028197,0,1
ontologies,1,0,0.028197,0,1
ontologies,1,0,0.028197,0,1
ontologies,1,0,0.514734,1,1
ontologies,1,0,0.028197,0,1
ontologies,1,1,0.933233,1,1
ontologies,1,0,0.028197,0,1
ontologies,1,0,0.028197,0,1
ontologies,1,0,0.028197,0,1
ontologies,1,1,0.585421,1,1
ontologies,1,0,0.028197,0,1
ontologies,1,0,0.028197,0,1
ontologies,1,1,0.527108,1,1
ontologies,1,0,0.028197,0,1
ontologies,1,0,0.028197,0,1
ontologies,1,0,0.028197,0,1
ontologies,1,0,0.028197,0,1
ontologies,1,0,0.028197,0,1
ontologies,1,0,0.028197,0,1
ontologies,1,0,0.028197,0,1
ontologies,1,0,0.028197,0,1
ontologies,1,0,0.028197,0,1
ontologies,1,0,0.857406,1,1
ontologies,1,0,0.028197,0,1
ontologies,1,0,0.028197,0,1
ontologies,1,0,0.028197,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,1,0.027957,0,1
ontologies,2,1,0.027957,0,1
ontologies,2,1,0.027957,0,1
ontologies,2,1,0.027957,0,1
ontologies,2,1,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.138184,1,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.881571,1,1
ontologies,2,0,0.027957,0,1
ontologies,2,1,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.179659,1,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.134891,1,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.796812,1,1
ontologies,2,0,0.850251,1,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,1,0.945029,1,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.94488,1,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,2,0,0.027957,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,1,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.959573,1,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,1,0.274588,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.994927,1,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,1.0,1,1
ontologies,3,0,0.968799,1,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,1,0.999991,1,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.994898,1,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.954786,1,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.999981,1,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.999985,1,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.989524,1,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
ontologies,3,0,0.030271,0,1
xbi,1,0,0.051017,0,1
xbi,1,1,0.816835,1,1
xbi,1,1,0.868295,1,1
xbi,1,0,0.809878,1,1
xbi,1,1,0.810763,1,1
xbi,1,0,0.051017,0,1
xbi,1,0,0.051017,0,1
xbi,1,1,0.813033,1,1
xbi,1,0,0.051017,0,1
xbi,1,0,0.051017,0,1
xbi,1,1,0.788215,1,1
xbi,1,0,0.051017,0,1
xbi,1,0,0.026395,0,0
xbi,1,0,0.051017,0,1
xbi,1,1,0.809373,1,1
xbi,1,0,0.051017,0,1
xbi,1,0,0.051017,0,1
xbi,1,0,0.051017,0,1
xbi,1,0,0.051017,0,1
xbi,1,0,0.051017,0,1
xbi,1,0,0.051017,0,1
xbi,1,0,0.191603,0,1
xbi,1,0,0.051017,0,1
xbi,1,1,0.80996,1,1
xbi,1,0,0.051017,0,1
xbi,1,0,0.051017,0,1
xbi,1,0,0.051017,0,1
xbi,1,0,0.027213,0,0
xbi,1,0,0.027141,0,0
xbi,1,0,0.191603,0,1
xbi,1,0,0.050023,0,0
xbi,1,0,0.051017,0,1
xbi,1,0,0.051017,0,1
xbi,1,0,0.051017,0,1
xbi,1,0,0.051017,0,1
xbi,1,0,0.027141,0,0
xbi,1,0,0.051017,0,1
xbi,1,0,0.770967,1,1
xbi,1,0,0.351788,1,1
xbi,1,1,0.810846,1,1
xbi,1,0,0.051017,0,1
xbi,2,1,0.268459,1,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.305213,1,1
xbi,2,1,0.265936,1,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,1,0.999994,1,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.217884,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,1,0.391869,1,1
xbi,2,1,0.218688,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.779488,1,1
xbi,2,0,0.066959,0,1
xbi,2,0,0.066854,0,1
xbi,2,1,0.218863,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.174916,0,1
xbi,2,0,0.5,1,1
xbi,2,0,0.999993,1,1
xbi,2,0,0.170783,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.357619,1,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.244744,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.633474,1,1
xbi,2,0,0.174916,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
xbi,2,0,0.066854,0,1
